ID,steps_to_reproduce_file,language,tool,tool_link,project,project_link,project_default_branch,project_sha,can_run_locally,has_nondeterminism,steps_to_reproduce,remarks
494,Ioom_lsd-rs_lsd.md,Rust,Ioom,https://github.com/tokio-rs/loom,lsd-rs/lsd,https://github.com/lsd-rs/lsd,master,418dd06836bb32f2c0618e165ee400711e0469b2,,,,
495,Ioom_neondatabase_neon.md,Rust,Ioom,https://github.com/tokio-rs/loom,neondatabase/neon,https://github.com/neondatabase/neon,main,50a45e67dc295f01c32a397a1951205666406b3f,,,,
496,Ioom_RustScan_RustScan.md,Rust,Ioom,https://github.com/tokio-rs/loom,RustScan/RustScan,https://github.com/RustScan/RustScan,master,2340f94a81252d7e924751a60cb3894c1fb1f869,,,,
497,Ioom_solana-labs_solana.md,Rust,Ioom,https://github.com/tokio-rs/loom,solana-labs/solana,https://github.com/solana-labs/solana,master,27eff8408b7223bb3c4ab70523f8a8dca3ca6645,,,,
498,Ioom_rust-lang_cargo.md,Rust,Ioom,https://github.com/tokio-rs/loom,rust-lang/cargo,https://github.com/rust-lang/cargo,master,a1f8e450b373c111c10330bd33c833928ef575f8,,,,
499,Ioom_diesel-rs_diesel.md,Rust,Ioom,https://github.com/tokio-rs/loom,diesel-rs/diesel,https://github.com/diesel-rs/diesel,master,1eb97f9dfdfdb766fa094ed84993e9f5c792bf60,,,,
500,Ioom_neovide_neovide.md,Rust,Ioom,https://github.com/tokio-rs/loom,neovide/neovide,https://github.com/neovide/neovide,main,5efb713ded6435c7384ab5ba395903a3b491d2fa,,,,
501,MIRI_rust-lang_rust.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/rust,https://github.com/rust-lang/rust,master,20aa2d81e36036073a9acf418c7d413cb4b22fa6,,,,
502,MIRI_denoland_deno.md,Rust,MIRI,https://github.com/rust-lang/miri,denoland/deno,https://github.com/denoland/deno,main,641356bb16381ad7af939db60b4e2be8ec7a262d,,,,
503,MIRI_tauri-apps_tauri.md,Rust,MIRI,https://github.com/rust-lang/miri,tauri-apps/tauri,https://github.com/tauri-apps/tauri,dev,b0421cbb21a2598aa4a396fa3eb714e1b699c2e1,,,,
504,MIRI_rustdesk_rustdesk.md,Rust,MIRI,https://github.com/rust-lang/miri,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,master,34c7c259085a50c93f7653782de6297ee41c2355,,,,
505,MIRI_FuelLabs_sway.md,Rust,MIRI,https://github.com/rust-lang/miri,FuelLabs/sway,https://github.com/FuelLabs/sway,master,daee1c247c86038bf9a3faefbca80d0aca4ebf0e,,,,
506,MIRI_FuelLabs_fuel-core.md,Rust,MIRI,https://github.com/rust-lang/miri,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,master,9fddeccb4d112c148f6793bc3d21131a13778a25,,,,
507,MIRI_alacritty_alacritty.md,Rust,MIRI,https://github.com/rust-lang/miri,alacritty/alacritty,https://github.com/alacritty/alacritty,master,ce800bfde2a2121a830c2b0854749875b3aebf79,,,,
508,MIRI_rust-lang_rustlings.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/rustlings,https://github.com/rust-lang/rustlings,main,71053101c32d0fd374f8e122880b3d682519bac6,,,,
509,MIRI_lencx_ChatGPT.md,Rust,MIRI,https://github.com/rust-lang/miri,lencx/ChatGPT,https://github.com/lencx/ChatGPT,main,fe4f231d48486937c6f7911b7f70f6f469b6ba1d,,,,
510,MIRI_sharkdp_bat.md,Rust,MIRI,https://github.com/rust-lang/miri,sharkdp/bat,https://github.com/sharkdp/bat,master,bb4d1cbd2ef757e0b8cf59669c3145d2538e65e3,,,,
511,MIRI_BurntSushi_ripgrep.md,Rust,MIRI,https://github.com/rust-lang/miri,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,master,bb8601b2bafb5e68181cbbb84e6ffa4f7a72bf16,,,,
512,MIRI_FuelLabs_fuels-rs.md,Rust,MIRI,https://github.com/rust-lang/miri,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,master,895264c323ad8c85c55fed7c4f2f578a988da432,,,,
513,MIRI_meilisearch_meilisearch.md,Rust,MIRI,https://github.com/rust-lang/miri,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,main,248e22005ac827ee4654eedaaff904d12fd308e4,,,,
514,MIRI_rust-unofficial_awesome-rust.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,main,be98998d8a985f7533e2dbddfcb23eac93266861,,,,
515,MIRI_starship_starship.md,Rust,MIRI,https://github.com/rust-lang/miri,starship/starship,https://github.com/starship/starship,master,d0f542a6d7dae0decb6050fa5a539f994ea27535,,,,
516,MIRI_dani-garcia_vaultwarden.md,Rust,MIRI,https://github.com/rust-lang/miri,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,main,0fe93edea6cb8d4b30416a6d319164f8828ad8b7,,,,
517,MIRI_lapce_lapce.md,Rust,MIRI,https://github.com/rust-lang/miri,lapce/lapce,https://github.com/lapce/lapce,master,43bdb124e3e5a5b1ba416d510b58e7d8af3fb766,,,,
518,MIRI_zed-industries_zed.md,Rust,MIRI,https://github.com/rust-lang/miri,zed-industries/zed,https://github.com/zed-industries/zed,main,1d4814e5b669265ec103798db5f32d957853c39d,,,,
519,MIRI_bevyengine_bevy.md,Rust,MIRI,https://github.com/rust-lang/miri,bevyengine/bevy,https://github.com/bevyengine/bevy,main,dac66e83b2b8c2fb88a9fc272a78857d8a048668,,,,
520,MIRI_sharkdp_fd.md,Rust,MIRI,https://github.com/rust-lang/miri,sharkdp/fd,https://github.com/sharkdp/fd,master,9279b1f0af0a88736cd28cff74d86afec72841d7,,,,
521,MIRI_helix-editor_helix.md,Rust,MIRI,https://github.com/rust-lang/miri,helix-editor/helix,https://github.com/helix-editor/helix,master,752ed8eb15b7366ef0c9e835b261189141e38630,,,,
522,MIRI_swc-project_swc.md,Rust,MIRI,https://github.com/rust-lang/miri,swc-project/swc,https://github.com/swc-project/swc,main,9ec9459b16973ca662257730077755bb520342b2,,,,
523,MIRI_nushell_nushell.md,Rust,MIRI,https://github.com/rust-lang/miri,nushell/nushell,https://github.com/nushell/nushell,main,38bf3f6e1b9d3b53d4d37b47396d4dad17d6d0a1,,,,
524,MIRI_typst_typst.md,Rust,MIRI,https://github.com/rust-lang/miri,typst/typst,https://github.com/typst/typst,main,2c678e82280d4033a86a3378e7a73f0b033548b7,,,,
525,MIRI_influxdata_influxdb.md,Rust,MIRI,https://github.com/rust-lang/miri,influxdata/influxdb,https://github.com/influxdata/influxdb,main,43368981c7eeaae0ed96b72a34a07278d8c8bc77,,,,
526,MIRI_astral-sh_ruff.md,Rust,MIRI,https://github.com/rust-lang/miri,astral-sh/ruff,https://github.com/astral-sh/ruff,main,414990c02267f530d6119c698aafca0401455b24,,,,
527,MIRI_pola-rs_polars.md,Rust,MIRI,https://github.com/rust-lang/miri,pola-rs/polars,https://github.com/pola-rs/polars,main,c9e786b68ff1ef8dcfe72abd6f6ed293d542141d,,,,
528,MIRI_google_comprehensive-rust.md,Rust,MIRI,https://github.com/rust-lang/miri,google/comprehensive-rust,https://github.com/google/comprehensive-rust,main,48325a08feb9428934f5f308dac12ec818328567,,,,
529,MIRI_surrealdb_surrealdb.md,Rust,MIRI,https://github.com/rust-lang/miri,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,main,b9f02d146da2222e14c22264283297ff678a59e2,,,,
530,MIRI_vercel_turbo.md,Rust,MIRI,https://github.com/rust-lang/miri,vercel/turbo,https://github.com/vercel/turbo,main,b70ba3672f5606463c5d19720f6a2d800408cf5d,,,,
531,MIRI_tokio-rs_tokio.md,Rust,MIRI,https://github.com/rust-lang/miri,tokio-rs/tokio,https://github.com/tokio-rs/tokio,master,d33fdd86a3de75500fe554d6547cf5ad43e006bf,,,,
532,MIRI_fish-shell_fish-shell.md,Rust,MIRI,https://github.com/rust-lang/miri,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,master,5871deeee5504693d4fafaef578a06afb98d458d,,,,
533,MIRI_firecracker-microvm_firecracker.md,Rust,MIRI,https://github.com/rust-lang/miri,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,main,81e8b68f7471bf2398f47920d7a74b849ef8a754,,,,
534,MIRI_rome_tools.md,Rust,MIRI,https://github.com/rust-lang/miri,rome/tools,https://github.com/rome/tools,main,392d188a49d70e495f13b1bb08cd7d9c43690f9b,,,,
535,MIRI_rwf2_Rocket.md,Rust,MIRI,https://github.com/rust-lang/miri,rwf2/Rocket,https://github.com/rwf2/Rocket,master,e6aaea072c60e757807774bb487e44a92539d067,,,,
536,MIRI_ogham_exa.md,Rust,MIRI,https://github.com/rust-lang/miri,ogham/exa,https://github.com/ogham/exa,master,753150d3747e5ff1c9474bb3c2dd405fe55bb863,,,,
537,MIRI_sunface_rust-course.md,Rust,MIRI,https://github.com/rust-lang/miri,sunface/rust-course,https://github.com/sunface/rust-course,main,fc3529f5df30d9c4cc2f87c36a25d965c256dcb9,,,,
538,MIRI_tw93_Pake.md,Rust,MIRI,https://github.com/rust-lang/miri,tw93/Pake,https://github.com/tw93/Pake,master,ae3a8cec28d29764ba3c70a440650b0fc6ed65c1,,,,
539,MIRI_iced-rs_iced.md,Rust,MIRI,https://github.com/rust-lang/miri,iced-rs/iced,https://github.com/iced-rs/iced,master,24501fd73b5ae884367a2d112ff44625058b876b,,,,
540,MIRI_dandavison_delta.md,Rust,MIRI,https://github.com/rust-lang/miri,dandavison/delta,https://github.com/dandavison/delta,main,3c6c50e4f5a515f17240a8205e2e6941809dcdff,,,,
541,MIRI_actix_actix-web.md,Rust,MIRI,https://github.com/rust-lang/miri,actix/actix-web,https://github.com/actix/actix-web,master,ba7fd048b601e32039ba13d95271f110980ff434,,,,
542,MIRI_TheAlgorithms_Rust.md,Rust,MIRI,https://github.com/rust-lang/miri,TheAlgorithms/Rust,https://github.com/TheAlgorithms/Rust,master,20c92d7a95236bbeee8bdd6b4c5af5c08be77e25,,,,
543,MIRI_sharkdp_hyperfine.md,Rust,MIRI,https://github.com/rust-lang/miri,sharkdp/hyperfine,https://github.com/sharkdp/hyperfine,master,e8ff88dad130d4b4bc2362be92aa8dfedc35074a,,,,
544,MIRI_emilk_egui.md,Rust,MIRI,https://github.com/rust-lang/miri,emilk/egui,https://github.com/emilk/egui,master,c9b24d5a5ca316fd0a8b330ee071dad2e6eab2dc,,,,
545,MIRI_xi-editor_xi-editor.md,Rust,MIRI,https://github.com/rust-lang/miri,xi-editor/xi-editor,https://github.com/xi-editor/xi-editor,master,a2dea3059312795c77caadc639df49bf8a7008eb,,,,
546,MIRI_Wilfred_difftastic.md,Rust,MIRI,https://github.com/rust-lang/miri,Wilfred/difftastic,https://github.com/Wilfred/difftastic,master,e23b9fc224399087384fec5e39a6f5afbb876180,,,,
547,MIRI_cloudflare_pingora.md,Rust,MIRI,https://github.com/rust-lang/miri,cloudflare/pingora,https://github.com/cloudflare/pingora,main,2501d4adb038d93613c0edbd7c1e3b3de9b415b1,,,,
548,MIRI_valeriansaliou_sonic.md,Rust,MIRI,https://github.com/rust-lang/miri,valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,master,2a5293c5416db80a68632d18c5416a50a0a8c70f,,,,
549,MIRI_copy_v86.md,Rust,MIRI,https://github.com/rust-lang/miri,copy/v86,https://github.com/copy/v86,master,c69cbd7854d7cbda08679c389973aa87c9fb37bd,,,,
550,MIRI_ajeetdsouza_zoxide.md,Rust,MIRI,https://github.com/rust-lang/miri,ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,main,5d8a7ea7b2f41b8cb9eeed05ae3ff56209a3882b,,,,
551,MIRI_DioxusLabs_dioxus.md,Rust,MIRI,https://github.com/rust-lang/miri,DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,main,74352f2f615c1be2081c9255860d9127feee92d4,,,,
552,MIRI_facebook_relay.md,Rust,MIRI,https://github.com/rust-lang/miri,facebook/relay,https://github.com/facebook/relay,main,89fe7bc14cf3049c06fbf82f70ade5272d40e17b,,,,
553,MIRI_qdrant_qdrant.md,Rust,MIRI,https://github.com/rust-lang/miri,qdrant/qdrant,https://github.com/qdrant/qdrant,master,b99d507496a40b0895fff76eb2fa7a5cfdb701a9,,,,
554,MIRI_wasmerio_wasmer.md,Rust,MIRI,https://github.com/rust-lang/miri,wasmerio/wasmer,https://github.com/wasmerio/wasmer,main,9d127f9747d9bb0114421890ce60cb08a681159f,,,,
555,MIRI_atuinsh_atuin.md,Rust,MIRI,https://github.com/rust-lang/miri,atuinsh/atuin,https://github.com/atuinsh/atuin,main,d1ce01679b22b99321fe7407e8ee35de8cf99bd5,,,,
556,MIRI_zellij-org_zellij.md,Rust,MIRI,https://github.com/rust-lang/miri,zellij-org/zellij,https://github.com/zellij-org/zellij,main,1fda2e2c7399f22abed8dd5dd72fe6c367f075d2,,,,
557,MIRI_RustPython_RustPython.md,Rust,MIRI,https://github.com/rust-lang/miri,RustPython/RustPython,https://github.com/RustPython/RustPython,main,c3ccb5b7bf584156cdb22f94c63d4e4c07c59f63,,,,
558,MIRI_qarmin_czkawka.md,Rust,MIRI,https://github.com/rust-lang/miri,qarmin/czkawka,https://github.com/qarmin/czkawka,master,2a32a52aa882f6ff52ba4d3e24a666dc2a86cf9b,,,,
559,MIRI_casey_just.md,Rust,MIRI,https://github.com/rust-lang/miri,casey/just,https://github.com/casey/just,master,c237c0097b50f669f5607a15feafcf1fd6ce40c1,,,,
560,MIRI_TabbyML_tabby.md,Rust,MIRI,https://github.com/rust-lang/miri,TabbyML/tabby,https://github.com/TabbyML/tabby,main,f1a8e72ae7755b1bf63d982f1ad0f9f0e6e03b45,,,,
561,MIRI_ankitects_anki.md,Rust,MIRI,https://github.com/rust-lang/miri,ankitects/anki,https://github.com/ankitects/anki,main,22ecab1a0e1653bb350c8a497a2299eb0aaace01,,,,
562,MIRI_cube-js_cube.md,Rust,MIRI,https://github.com/rust-lang/miri,cube-js/cube,https://github.com/cube-js/cube,master,a24d69bd1db5da3b2773ad2f1a512cd72192c031,,,,
563,MIRI_extrawurst_gitui.md,Rust,MIRI,https://github.com/rust-lang/miri,extrawurst/gitui,https://github.com/extrawurst/gitui,master,c57543b4f884af31146eeee8a90e29ec69b6ef5e,,,,
564,MIRI_uutils_coreutils.md,Rust,MIRI,https://github.com/rust-lang/miri,uutils/coreutils,https://github.com/uutils/coreutils,main,d6399f3a8176972b0fc1f91b425bf1fb4849cfbf,,,,
565,MIRI_rust-lang_mdBook.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/mdBook,https://github.com/rust-lang/mdBook,master,c671c2e90486b6ec72921a5043dac1c1c5565f76,,,,
566,MIRI_diem_diem.md,Rust,MIRI,https://github.com/rust-lang/miri,diem/diem,https://github.com/diem/diem,latest,fc4714a8ea273b6efe8b13dbce72ea60aad9a16c,,,,
567,MIRI_Rigellute_spotify-tui.md,Rust,MIRI,https://github.com/rust-lang/miri,Rigellute/spotify-tui,https://github.com/Rigellute/spotify-tui,master,c4dcf6b9fd8318017acbdd7ec005955e26cf2794,,,,
568,MIRI_tree-sitter_tree-sitter.md,Rust,MIRI,https://github.com/rust-lang/miri,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter,master,946acfd70fbbd5c1d2190f8b288cf804c955894e,,,,
569,MIRI_vectordotdev_vector.md,Rust,MIRI,https://github.com/rust-lang/miri,vectordotdev/vector,https://github.com/vectordotdev/vector,master,056c2df60a7f776eca2fad6a4686deee35f9b340,,,,
570,MIRI_tokio-rs_axum.md,Rust,MIRI,https://github.com/rust-lang/miri,tokio-rs/axum,https://github.com/tokio-rs/axum,main,5201798d4e4d4759c208ef83e30ce85820c07baa,,,,
571,MIRI_Schniz_fnm.md,Rust,MIRI,https://github.com/rust-lang/miri,Schniz/fnm,https://github.com/Schniz/fnm,master,a5a497b7e2c4cc615fedf366f9eeab4e322443ed,,,,
572,MIRI_slint-ui_slint.md,Rust,MIRI,https://github.com/rust-lang/miri,slint-ui/slint,https://github.com/slint-ui/slint,master,72ada5950dfd3c338db2f6cf4ce2a5c7350cfacc,,,,
573,MIRI_gleam-lang_gleam.md,Rust,MIRI,https://github.com/rust-lang/miri,gleam-lang/gleam,https://github.com/gleam-lang/gleam,main,f81f4066a237409a3d4774b6e193457613e9dc58,,,,
574,MIRI_leptos-rs_leptos.md,Rust,MIRI,https://github.com/rust-lang/miri,leptos-rs/leptos,https://github.com/leptos-rs/leptos,main,9353316947a6350b9fc54885e6681b8df4b0a616,,,,
575,MIRI_tikv_tikv.md,Rust,MIRI,https://github.com/rust-lang/miri,tikv/tikv,https://github.com/tikv/tikv,master,72a0fd5b00235a7c56014b77ddd933e2a0d33c88,,,,
576,MIRI_ruffle-rs_ruffle.md,Rust,MIRI,https://github.com/rust-lang/miri,ruffle-rs/ruffle,https://github.com/ruffle-rs/ruffle,master,cca6c13710834fffededab150101be617340aa55,,,,
577,MIRI_bytecodealliance_wasmtime.md,Rust,MIRI,https://github.com/rust-lang/miri,bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,main,662c35c07912e7a0644282ffdf61d7ac63ed82c3,,,,
578,MIRI_denisidoro_navi.md,Rust,MIRI,https://github.com/rust-lang/miri,denisidoro/navi,https://github.com/denisidoro/navi,master,d713d501a0958e365cff2cebc444385cd549fce1,,,,
579,MIRI_rust-lang_book.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/book,https://github.com/rust-lang/book,main,bebcf527e67755a989a1739b7cfaa8f0e6b30040,,,,
580,MIRI_0x192_universal-android-debloater.md,Rust,MIRI,https://github.com/rust-lang/miri,0x192/universal-android-debloater,https://github.com/0x192/universal-android-debloater,main,11f27c671cba278d71296cdef4c5a5dba06add5e,,,,
581,MIRI_fathyb_carbonyl.md,Rust,MIRI,https://github.com/rust-lang/miri,fathyb/carbonyl,https://github.com/fathyb/carbonyl,main,ab80a276b1bd1c2c8dcefc8f248415dfc61dc2bf,,,,
582,MIRI_hyperium_hyper.md,Rust,MIRI,https://github.com/rust-lang/miri,hyperium/hyper,https://github.com/hyperium/hyper,master,721785efad8537513e48d900a85c05ce79483018,,,,
583,MIRI_GyulyVGC_sniffnet.md,Rust,MIRI,https://github.com/rust-lang/miri,GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,main,461486f4d7d347b2c36197e6105fcc629c413912,,,,
584,MIRI_wez_wezterm.md,Rust,MIRI,https://github.com/rust-lang/miri,wez/wezterm,https://github.com/wez/wezterm,main,0184e88e97b6521df613df4ccdb2e896ce8b0ad0,,,,
585,MIRI_rust-lang_rust-analyzer.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/rust-analyzer,https://github.com/rust-lang/rust-analyzer,master,49e502b277a8126a9ad10c802d1aaa3ef1a280ef,,,,
586,MIRI_huggingface_candle.md,Rust,MIRI,https://github.com/rust-lang/miri,huggingface/candle,https://github.com/huggingface/candle,main,fa06f5f5f9a05c8d0c246e761e94a73680c510a6,,,,
587,MIRI_clap-rs_clap.md,Rust,MIRI,https://github.com/rust-lang/miri,clap-rs/clap,https://github.com/clap-rs/clap,master,43efde98ecc7585cb29079c910b4e5eecd82eef8,,,,
588,MIRI_asciinema_asciinema.md,Rust,MIRI,https://github.com/rust-lang/miri,asciinema/asciinema,https://github.com/asciinema/asciinema,develop,0f2d55d2933c039ec7829a659a1d0076c546f126,,,,
589,MIRI_kitao_pyxel.md,Rust,MIRI,https://github.com/rust-lang/miri,kitao/pyxel,https://github.com/kitao/pyxel,main,6d4c25b4c41dbf720b7154d8bcab28e4bbecd413,,,,
590,MIRI_rust-embedded_rust-raspberrypi-OS-tutorials.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-embedded/rust-raspberrypi-OS-tutorials,https://github.com/rust-embedded/rust-raspberrypi-OS-tutorials,master,644474cc09f755249f9c55d99a5d1e07a2562fc7,,,,
591,MIRI_analysis-tools-dev_static-analysis.md,Rust,MIRI,https://github.com/rust-lang/miri,analysis-tools-dev/static-analysis,https://github.com/analysis-tools-dev/static-analysis,master,ffe20038a4409be9012058fb5ce3904dc2f7f95c,,,,
592,MIRI_LemmyNet_lemmy.md,Rust,MIRI,https://github.com/rust-lang/miri,LemmyNet/lemmy,https://github.com/LemmyNet/lemmy,main,ad60d91f5c5ebabf826fe5b7607c3f632a74d01e,,,,
593,MIRI_getzola_zola.md,Rust,MIRI,https://github.com/rust-lang/miri,getzola/zola,https://github.com/getzola/zola,master,55e1844c1d6ba3d8a513b4184000e53d9e2f23d9,,,,
594,MIRI_lsd-rs_lsd.md,Rust,MIRI,https://github.com/rust-lang/miri,lsd-rs/lsd,https://github.com/lsd-rs/lsd,master,418dd06836bb32f2c0618e165ee400711e0469b2,,,,
595,MIRI_neondatabase_neon.md,Rust,MIRI,https://github.com/rust-lang/miri,neondatabase/neon,https://github.com/neondatabase/neon,main,50a45e67dc295f01c32a397a1951205666406b3f,,,,
596,MIRI_RustScan_RustScan.md,Rust,MIRI,https://github.com/rust-lang/miri,RustScan/RustScan,https://github.com/RustScan/RustScan,master,2340f94a81252d7e924751a60cb3894c1fb1f869,,,,
597,MIRI_solana-labs_solana.md,Rust,MIRI,https://github.com/rust-lang/miri,solana-labs/solana,https://github.com/solana-labs/solana,master,27eff8408b7223bb3c4ab70523f8a8dca3ca6645,,,,
598,MIRI_rust-lang_cargo.md,Rust,MIRI,https://github.com/rust-lang/miri,rust-lang/cargo,https://github.com/rust-lang/cargo,master,a1f8e450b373c111c10330bd33c833928ef575f8,,,,
599,MIRI_diesel-rs_diesel.md,Rust,MIRI,https://github.com/rust-lang/miri,diesel-rs/diesel,https://github.com/diesel-rs/diesel,master,1eb97f9dfdfdb766fa094ed84993e9f5c792bf60,,,,
600,MIRI_neovide_neovide.md,Rust,MIRI,https://github.com/rust-lang/miri,neovide/neovide,https://github.com/neovide/neovide,main,5efb713ded6435c7384ab5ba395903a3b491d2fa,,,,
601,puffin_rust-lang_rust.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,rust-lang/rust,https://github.com/rust-lang/rust,master,20aa2d81e36036073a9acf418c7d413cb4b22fa6,,,,
602,puffin_denoland_deno.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,denoland/deno,https://github.com/denoland/deno,main,641356bb16381ad7af939db60b4e2be8ec7a262d,,,,
603,puffin_tauri-apps_tauri.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,tauri-apps/tauri,https://github.com/tauri-apps/tauri,dev,b0421cbb21a2598aa4a396fa3eb714e1b699c2e1,,,,
604,puffin_rustdesk_rustdesk.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,master,34c7c259085a50c93f7653782de6297ee41c2355,,,,
605,puffin_FuelLabs_sway.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,FuelLabs/sway,https://github.com/FuelLabs/sway,master,daee1c247c86038bf9a3faefbca80d0aca4ebf0e,,,,
606,puffin_FuelLabs_fuel-core.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,master,9fddeccb4d112c148f6793bc3d21131a13778a25,,,,
607,puffin_alacritty_alacritty.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,alacritty/alacritty,https://github.com/alacritty/alacritty,master,ce800bfde2a2121a830c2b0854749875b3aebf79,,,,
608,puffin_rust-lang_rustlings.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,rust-lang/rustlings,https://github.com/rust-lang/rustlings,main,71053101c32d0fd374f8e122880b3d682519bac6,,,,
609,puffin_lencx_ChatGPT.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,lencx/ChatGPT,https://github.com/lencx/ChatGPT,main,fe4f231d48486937c6f7911b7f70f6f469b6ba1d,,,,
610,puffin_sharkdp_bat.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,sharkdp/bat,https://github.com/sharkdp/bat,master,bb4d1cbd2ef757e0b8cf59669c3145d2538e65e3,,,,
611,puffin_BurntSushi_ripgrep.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,master,bb8601b2bafb5e68181cbbb84e6ffa4f7a72bf16,,,,
612,puffin_FuelLabs_fuels-rs.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,master,895264c323ad8c85c55fed7c4f2f578a988da432,,,,
613,puffin_meilisearch_meilisearch.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,main,248e22005ac827ee4654eedaaff904d12fd308e4,,,,
614,puffin_rust-unofficial_awesome-rust.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,main,be98998d8a985f7533e2dbddfcb23eac93266861,,,,
615,puffin_starship_starship.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,starship/starship,https://github.com/starship/starship,master,d0f542a6d7dae0decb6050fa5a539f994ea27535,,,,
616,puffin_dani-garcia_vaultwarden.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,main,0fe93edea6cb8d4b30416a6d319164f8828ad8b7,,,,
617,puffin_lapce_lapce.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,lapce/lapce,https://github.com/lapce/lapce,master,43bdb124e3e5a5b1ba416d510b58e7d8af3fb766,,,,
618,puffin_zed-industries_zed.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,zed-industries/zed,https://github.com/zed-industries/zed,main,1d4814e5b669265ec103798db5f32d957853c39d,,,,
619,puffin_bevyengine_bevy.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,bevyengine/bevy,https://github.com/bevyengine/bevy,main,dac66e83b2b8c2fb88a9fc272a78857d8a048668,,,,
620,puffin_sharkdp_fd.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,sharkdp/fd,https://github.com/sharkdp/fd,master,9279b1f0af0a88736cd28cff74d86afec72841d7,,,,
621,puffin_helix-editor_helix.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,helix-editor/helix,https://github.com/helix-editor/helix,master,752ed8eb15b7366ef0c9e835b261189141e38630,,,,
622,puffin_swc-project_swc.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,swc-project/swc,https://github.com/swc-project/swc,main,9ec9459b16973ca662257730077755bb520342b2,,,,
623,puffin_nushell_nushell.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,nushell/nushell,https://github.com/nushell/nushell,main,38bf3f6e1b9d3b53d4d37b47396d4dad17d6d0a1,,,,
624,puffin_typst_typst.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,typst/typst,https://github.com/typst/typst,main,2c678e82280d4033a86a3378e7a73f0b033548b7,,,,
625,puffin_influxdata_influxdb.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,influxdata/influxdb,https://github.com/influxdata/influxdb,main,43368981c7eeaae0ed96b72a34a07278d8c8bc77,,,,
626,puffin_astral-sh_ruff.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,astral-sh/ruff,https://github.com/astral-sh/ruff,main,414990c02267f530d6119c698aafca0401455b24,,,,
627,puffin_pola-rs_polars.md,Rust,puffin,https://github.com/EmbarkStudios/puffin,pola-rs/polars,https://github.com/pola-rs/polars,main,c9e786b68ff1ef8dcfe72abd6f6ed293d542141d,,,,
